行政區,路權單位,申挖種類,工程類型,鋪面,修復管理費,路面修復費,施工期限_起,施工期限_止,施工面積,修復面積,施工地點
中壢區,中壢區,一般,孔蓋昇降,柏油,320,9620,104/12/28,104/12/31,4,26,中壢區後寮里吉長街18巷9號[前。]
楊梅區,工務局,一般,搶修,柏油,768,17094,104/12/03,104/12/03,9.6,46.2,楊梅區梅溪里三民北路163巷至三民北163巷[三民北路與三民北路131巷口橫越]
中壢區,工務局,一般,孔蓋昇降,柏油,320,4662,104/12/22,104/12/26,4,12.6,中壢區後寮里環中東路二段至昆明街[路口處。]
大園區,工務局,一般,孔蓋昇降,柏油,640,9065,104/12/22,104/12/25,8,24.5,大園區橫峰里領航北路四段51號[前]
新屋區,工務局,一般,搶修,柏油,384,4532,104/12/03,104/12/04,4.8,12.25,新屋區里鄉道：桃107號(線)道路1公里+160公尺至1公里+160公尺[新屋區望間里桃107線1K+160]
桃園區,工務局,一般,搶修,柏油,320,5828,104/12/04,104/12/07,4,15.75,桃園區里縣道：110號(線)道路12公里+460公尺至12公里+460公尺[桃園區春日路199號前]
中壢區,工務局,一般,搶修,柏油,80,3885,104/12/10,104/12/11,1,10.5,中壢區興國里新生路111號至新生115號[中壢區興國里新生路111號與115號之間]
蘆竹區,工務局,一般,孔蓋昇降,柏油,320,4532,104/12/22,104/12/25,4,12.25,蘆竹區羊稠里中山路[和仁愛路二段口]
蘆竹區,工務局,一般,孔蓋昇降,柏油,960,13598,104/12/22,104/12/25,12,36.75,蘆竹區羊稠里仁愛路二段15號[旁至37號前]
大園區,工務局,一般,孔蓋昇降,柏油,320,4532,104/12/19,104/12/22,4,12.25,大園區大園里鄉道：桃43號(線)道路0公里+319公尺至0公里+319公尺[大園區和平東路和中山南路口]
楊梅區,楊梅區,一般,搶修,柏油,320,0,104/12/15,104/12/18,4,0,楊梅區員本里新富一街至新富八街[(交叉口)原申挖案號10430252]
楊梅區,楊梅區,一般,搶修,柏油,480,0,104/12/15,104/12/18,6,0,楊梅區梅新里中山路121巷1弄7號至中山路121巷1弄7號[原申挖案號10432706]
楊梅區,楊梅區,一般,搶修,柏油,560,0,104/12/15,104/12/18,7,0,楊梅區楊梅里新梅六街58號至新梅六街58號[原申挖案號10432032]
楊梅區,楊梅區,一般,搶修,柏油,320,0,104/12/15,104/12/18,4,0,楊梅區水美里新梅五街20巷至新梅五街20巷[原申挖案號10431908]
楊梅區,楊梅區,一般,搶修,柏油,480,0,104/12/14,104/12/17,6,0,楊梅區高上里高獅路863巷2弄2號至高獅路863巷2弄2號[原申挖案號10431909]
楊梅區,楊梅區,一般,搶修,柏油,160,0,104/12/15,104/12/18,2,0,楊梅區楊梅里新梅十街59號至新梅十街59號[原申挖案號10429658]
楊梅區,楊梅區,一般,搶修,柏油,1280,0,104/12/14,104/12/17,16,0,楊梅區楊明里中山北路1段494巷38號至中山北路1段494巷38號[原申挖案號10429657]
楊梅區,楊梅區,一般,搶修,柏油,640,0,104/12/14,104/12/17,8,0,楊梅區楊明里金山街298巷至金山街298巷[(巷口)原申挖案號10429656]
楊梅區,楊梅區,一般,搶修,柏油,880,0,104/12/14,104/12/17,11,0,楊梅區三湖里楊湖路2段1巷182號至楊湖路2段1巷182號[原申挖案號10429159]
楊梅區,楊梅區,一般,搶修,柏油,480,0,104/12/14,104/12/17,6,0,楊梅區中山里自立街323號至自立街323號[(巷口)原申挖案號10428490]
楊梅區,楊梅區,一般,搶修,柏油,1280,0,104/12/14,104/12/17,16,0,楊梅區雙榮里民族路5段147巷33號至民族路5段147巷33號[原申挖案號10428835]
楊梅區,楊梅區,一般,搶修,柏油,880,0,104/12/14,104/12/17,11,0,楊梅區高榮里快速路5段428巷76號至快速路5段428巷76號[(旁)原申挖案號10429655]
楊梅區,楊梅區,一般,搶修,柏油,400,0,104/12/14,104/12/17,5,0,楊梅區瑞塘里瑞福街130號至瑞福街130號[原申挖案號10430043]
楊梅區,楊梅區,一般,搶修,柏油,160,5920,104/12/02,104/12/03,2,16,楊梅區高上里青年路[二段331巷20號]
楊梅區,楊梅區,一般,搶修,柏油,320,10175,104/12/02,104/12/03,4,27.5,楊梅區楊梅里新農街[1號]
大溪區,工務局,一般,新設,柏油,24346,562992,104/12/23,104/12/31,304.32,1521.6,大溪區瑞興里鄉道：桃60號(線)道路1公里+110公尺至1公里+490公尺[大溪區大鶯路1026號]
龜山區,龜山區,一般,搶修,柏油,1318,9391,104/12/02,104/12/03,16.48,25.38,龜山區龜山里頂興路116號至頂興路118號[路面漏水]
桃園區,桃園區,一般,抽換,柏油,16800,453250,104/12/08,104/12/14,210,1225,桃園區南門里復興路362巷至復興362巷32弄[復興路362巷及362巷32弄管線汰換]
平鎮區,工務局,一般,搶修,柏油,320,4532,104/12/04,104/12/07,4,12.25,平鎮區里縣道：113號(線)道路19公里+706公尺至19公里+706公尺[平鎮區新貴里中豐路一段北勢21號附近]
桃園區,桃園區,一般,搶修,柏油,592,10360,104/12/02,104/12/03,7.4,28,"桃園區自強里南平路108巷26號至南平路110巷46號[桃園區南平路108巷26號與110巷46號前,共2處]"
中壢區,中壢區,一般,搶修,柏油,654,8880,104/12/02,104/12/02,8.17,24,中壢區振興里大德街51號至大德街51號[中壢區大德街51號]
桃園區,工務局,一般,新設,柏油,288,12932,104/12/17,104/12/20,3.6,12.25,桃園區新埔里南平路189號[前]
大溪區,大溪區,一般,搶修,柏油,300,2590,104/12/01,104/12/01,3.75,7,大溪區美華里坑底20鄰路30-10號[大溪區美華里20鄰30-10號]
龜山區,工務局,一般,搶修,柏油,880,3238,104/12/01,104/12/02,11,8.75,龜山區里鄉道：桃2號(線)道路4公里+820公尺至4公里+820公尺[龜山區南美里南上路53號旁]
桃園區,桃園區,一般,搶修,柏油,232,10360,104/12/01,104/12/02,2.9,28,桃園區文中里壽星街19號至壽星街19號[桃園區壽星街19號]
龜山區,龜山區,一般,搶修,柏油,515,3626,104/12/01,104/12/02,6.44,9.8,龜山區龜山里海萍路12號至海萍路12號[地下漏水]
中壢區,工務局,一般,新設,柏油,160,2590,104/12/28,104/12/31,2,7,中壢區月眉里月眉路一段272號至月眉一段272號[中壢區月眉里月眉路一段272號]
大園區,工務局,一般,搶修,柏油,547,3374,104/11/30,104/12/01,6.84,9.12,大園區里鄉道：桃5號(線)道路1公里+50公尺至1公里+55公尺[大園區果林里26鄰(崁下橋附近)]
龍潭區,工務局,一般,搶修,柏油,112,4532,104/12/01,104/12/02,1.4,12.25,龍潭區里鄉道：桃75號(線)道路2公里+905公尺至2公里+905公尺[成功路616號-人孔提升(NL2457692)]
楊梅區,楊梅區,一般,搶修,柏油,160,5920,104/11/30,104/12/01,2,16,楊梅區楊梅里光復北街[21號]
楊梅區,工務局,一般,搶修,柏油,408,4532,104/11/30,104/12/01,5.1,12.25,楊梅區楊梅里大成路[234號]
龜山區,龜山區,一般,搶修,柏油,336,2720,104/11/30,104/12/01,4.2,7.35,龜山區山頂里正興街49號至正興街49號[龜山區正興街49號]
中壢區,工務局,一般,搶修,柏油,192,13440,104/12/01,104/12/02,2.4,14,中壢區青埔里高鐵北路一段6號至高鐵北一段6號[A18桃園高鐵車站對面-修管(nl2496100)]
楊梅區,楊梅區,一般,搶修,柏油,160,5920,104/11/30,104/12/01,2,16,楊梅區永寧里環南路[234號]
中壢區,中壢區,一般,搶修,柏油,192,11100,104/12/01,104/12/02,2.4,30,中壢區金華里九和六街至六和[停車場前人行道修管(nl2457768)]
楊梅區,楊梅區,一般,搶修,柏油,160,7400,104/11/30,104/12/01,2,20,楊梅區高山里高平路[96號]
龍潭區,龍潭區,一般,搶修,柏油,360,5180,104/11/30,104/11/30,4.5,14,龍潭區太平里民有一路[龍潭區民有路與民有一街口]
龍潭區,龍潭區,一般,搶修,柏油,700,11100,104/11/30,104/11/30,8.75,30,龍潭區中山里華南路一段121號[龍潭區華南路一段121號]
楊梅區,楊梅區,一般,搶修,柏油,160,8880,104/11/30,104/12/01,2,24,楊梅區青山里青山二街[405號]
楊梅區,楊梅區,一般,搶修,柏油,640,9250,104/11/30,104/12/01,8,25,楊梅區楊江里武營街[30號附近]
新屋區,工務局,一般,搶修,柏油,400,4532,104/11/30,104/12/01,5,12.25,新屋區里鄉道：桃82號(線)道路1公里+710公尺至1公里+710公尺[新屋區清華里桃82線1K+710]
楊梅區,工務局,一般,搶修,柏油,544,7400,104/11/30,104/12/01,6.8,20,楊梅區大同里楊新北路[381巷口]
桃園區,工務局,一般,搶修,柏油,377,10360,104/11/30,104/12/01,4.71,28,桃園區里縣道：110號(線)道路16公里+0公尺至16公里+0公尺[桃園區朝陽里春日路339號前]
大園區,大園區,一般,搶修,柏油,1840,30525,104/11/30,104/12/01,23,82.5,大園區圳頭里中華路521號[前]
八德區,八德區,一般,搶修,柏油,136,11100,104/11/30,104/12/01,1.7,30,八德區大仁里桃鶯路南僑巷43號至桃鶯路南僑巷43號[八德區大仁里桃鶯路南僑巷43號前]
中壢區,工務局,一般,搶修,柏油,176,5180,104/11/30,104/12/01,2.2,14,中壢區里縣道：110甲號(線)道路10公里+420公尺至10公里+420公尺[中壢區延平路與中央西路一段路口]
桃園區,工務局,一般,搶修,柏油,4720,32375,104/11/28,104/11/29,59,87.5,桃園區汴洲里有恆街266號至有恆街266號[桃園區汴洲里有恆街266號前]
楊梅區,楊梅區,一般,搶修,柏油,240,8880,104/11/27,104/11/27,3,24,楊梅區高山里高獅路[342巷底]
楊梅區,楊梅區,一般,搶修,柏油,240,5920,104/11/27,104/11/28,3,16,楊梅區東流里甡甡路[902巷133號旁]
中壢區,中壢區,一般,孔蓋昇降,柏油,320,6216,104/12/14,104/12/18,4,16.8,中壢區洽溪里永順一街至永能[路口處。]
中壢區,中壢區,一般,新設,柏油,912,43956,104/12/14,104/12/18,11.4,118.8,中壢區青埔里青埔三街9號[旁。]
八德區,八德區,一般,新設,柏油,256,11100,104/12/16,104/12/19,3.2,30,八德區瑞興里建國路306巷82號[無]
中壢區,工務局,一般,搶修,柏油,147,5180,104/11/27,104/11/27,1.84,14,中壢區舊明里義民路34號至義民路36號[中壢區義民路34號-36號之間]
龜山區,工務局,一般,搶修,柏油,384,7770,104/12/02,104/12/04,4.8,21,龜山區里鄉道：桃8號(線)道路0公里+425公尺至0公里+435公尺[修理管道汰換光纜(大同路77~79號)]
蘆竹區,工務局,一般,搶修,柏油,6076,28675,104/11/27,104/11/27,75.95,77.5,蘆竹區里鄉道：桃15號(線)道路1公里+250公尺至1公里+250公尺[蘆竹區富國路2段850號]
中壢區,工務局,一般,新設,柏油,0,0,104/12/01,104/12/15,0,0,中壢區洽溪里高鐵南路2段至高鐵南2段[公園路1段至文德路1段間]
中壢區,工務局,一般,新設,柏油,0,0,104/12/01,104/12/15,0,0,中壢區青埔里高鐵北路一段至高鐵北路一段[站前東路一段至青埔路二段間]
楊梅區,楊梅區,一般,搶修,柏油,160,10360,104/11/26,104/11/27,2,28,楊梅區上湖里楊湖路[三段319巷259號]
中壢區,中壢區,一般,搶修,柏油,240,8880,104/11/26,104/11/27,3,24,中壢區福德里成功路至成章一街1號[中壢區成功路與成章一街路口]
桃園區,工務局,一般,搶修,柏油,115,4532,104/11/27,104/11/28,1.44,12.25,桃園區里鄉道：桃18號(線)道路0公里+590公尺至0公里+592公尺[提升人孔修補3200對電纜漏氣(莊敬路二段232號對面)]
中壢區,工務局,一般,孔蓋昇降,柏油,112,16800,104/12/10,104/12/13,1.4,17.5,中壢區芝芭里高鐵南路2段至高鐵南路2段[(民權路四段~領航南路一段間)]
大園區,工務局,一般,孔蓋昇降,柏油,112,0,104/12/01,104/12/04,1.4,0,大園區橫峰里高鐵南路1段至高鐵南路1段[(致善路一段~致祥二街間)]
中壢區,工務局,一般,孔蓋昇降,柏油,112,5828,104/12/01,104/12/04,1.4,15.75,中壢區青埔里高鐵北路1段至高鐵北路1段[(高鐵站前西路一段~青埔路二段間)]
桃園區,桃園區,一般,新設,柏油,320,4150,104/12/26,104/12/29,4,5,桃園區三民里三民路一段[中山東路口]
中壢區,工務局,一般,搶修,柏油,960,18130,104/11/27,104/11/30,12,49,中壢區中福里南園二路90號[中壢區南園二路(中福派出所前)等3處]
八德區,八德區,一般,新設,柏油,3072,103600,104/12/28,104/12/31,38.4,280,"八德區福興里仁德一路235號[仁德一路235號附近及介壽路二段1022巷""更寮幹42號""電桿處]"
楊梅區,楊梅區,一般,搶修,柏油,80,6660,104/11/26,104/11/27,1,18,楊梅區楊梅里金德路[89巷1號]
楊梅區,楊梅區,一般,搶修,柏油,240,7400,104/11/26,104/11/27,3,20,楊梅區水美里新梅三街[36號]
龍潭區,龍潭區,一般,搶修,柏油,320,4440,104/11/26,104/11/26,4,12,龍潭區烏樹林里龍平路[龍潭區龍平路632巷26弄15號前方]
大園區,大園區,一般,搶修,柏油,320,6593,104/11/26,104/11/27,4,17.82,大園區大園里仁壽路18號[大園區仁壽路18號]
龜山區,龜山區,一般,搶修,柏油,873,7396,104/11/26,104/11/27,10.91,19.99,龜山區龜山里頂興路6號至頂興路13巷[地下漏水]
八德區,工務局,一般,搶修,柏油,480,13598,104/11/26,104/11/30,6,36.75,八德區大漢里東勇街119號至東勇街119號[八德區大漢里東勇街119號前]
大園區,工務局,一般,其它,柏油,640,0,104/12/20,104/12/20,8,0,大園區沙崙里中央路路[中央路與台61線交會處]
楊梅區,楊梅區,一般,搶修,柏油,80,8140,104/11/25,104/11/26,1,22,楊梅區高山里梅高路[120巷3弄107之1號]
楊梅區,楊梅區,一般,搶修,柏油,320,6475,104/11/25,104/11/26,4,17.5,楊梅區大平里秀才路[178巷80弄5號前]
平鎮區,平鎮區,一般,新設,柏油,128,3885,104/12/02,104/12/05,1.6,10.5,平鎮區北興里金陵路2段454巷15弄7號[等1戶]
楊梅區,工務局,一般,搶修,柏油,112,4532,104/11/25,104/11/26,1.4,12.25,楊梅區瑞坪里梅獅路二段21號至梅獅二段21號[nl2456902]
八德區,工務局,一般,新設,柏油,192,3885,104/12/03,104/12/06,2.4,10.5,八德區福林里東勇北路[國道二號橋下(用途:農業市集)]
中壢區,中壢區,一般,搶修,柏油,576,9250,104/11/26,104/11/27,7.2,25,中壢區新街里元化路271巷26弄67號至元化271巷26弄92號[元化路271巷26弄67、69、92號-修管(nl2496098)]
楊梅區,楊梅區,一般,搶修,柏油,560,10175,104/11/25,104/11/26,7,27.5,楊梅區高山里梅高路[120巷2弄66號]
中壢區,工務局,一般,搶修,柏油,768,16446,104/11/29,104/12/13,9.6,44.45,中壢區里縣道：112號(線)道路22公里+113公尺至22公里+114公尺[振興里龍岡路三段459號門前(與龍陵路口)]
平鎮區,工務局,一般,搶修,柏油,112,3885,104/11/26,104/11/27,1.4,10.5,平鎮區里鄉道：桃72號(線)道路6公里+956公尺至6公里+956公尺[南東路545號旁-手孔提升(nl2457636)]
中壢區,中壢區,一般,搶修,柏油,94,9620,104/11/25,104/11/25,1.17,26,中壢區林森里生明街21號[林森里生明街21號車道旁]
龜山區,龜山區,一般,搶修,柏油,1030,6410,104/11/25,104/11/26,12.87,17.33,龜山區龜山里萬壽路二段660巷13號至萬壽路二段660巷13號[地下漏水]
龜山區,龜山區,一般,搶修,柏油,365,4921,104/11/25,104/11/26,4.56,13.3,龜山區龜山里萬壽路二段810巷22號至萬壽路二段810巷22號[地下漏水]
中壢區,工務局,一般,搶修,柏油,224,2849,104/11/25,104/11/25,2.8,7.7,中壢區里縣道：110甲號(線)道路10公里+830公尺至10公里+830公尺[中壢區中建里延平路542號前]
中壢區,工務局,一般,搶修,柏油,970,20631,104/11/25,104/11/26,12.12,55.76,中壢區里鄉道：桃48號(線)道路3公里+330公尺至3公里+330公尺[中壢區新中北路二段523號旁]
楊梅區,楊梅區,一般,搶修,柏油,320,6475,104/11/25,104/11/26,4,17.5,楊梅區瑞原里楊湖路[一段654巷287弄80號旁]
大溪區,大溪區,一般,搶修,柏油,200,4440,104/11/24,104/11/24,2.5,12,大溪區義和里康莊路三段723巷16號[大溪區康莊路三段723巷16號前]
大溪區,大溪區,一般,搶修,柏油,300,5180,104/11/24,104/11/24,3.75,14,大溪區光明里齋明街50巷[大溪區齋明街50巷口]
楊梅區,楊梅區,一般,搶修,柏油,240,6475,104/11/24,104/11/25,3,17.5,楊梅區富岡里中華路[66巷18號]
桃園區,工務局,一般,搶修,柏油,536,23520,104/11/24,104/11/25,6.7,24.5,桃園區汴洲里經國路870號至經國路874號[桃園區經國路870號與874號人行道]
平鎮區,平鎮區,一般,新設,柏油,128,3885,104/12/02,104/12/05,1.6,10.5,平鎮區北興里金陵路2段454巷15弄5號[等1戶]
中壢區,中壢區,一般,新設,柏油,384,22200,104/12/28,104/12/31,4.8,60,中壢區中原里忠孝路100號[等3戶]
大園區,工務局,一般,搶修,柏油,431,9065,104/11/24,104/11/25,5.39,24.5,大園區里縣道：110號(線)道路0公里+970公尺至0公里+970公尺[中華路504之1號門前]
楊梅區,楊梅區,一般,搶修,柏油,160,8880,104/11/24,104/11/25,2,24,楊梅區楊梅里大平街[7號]
中壢區,工務局,一般,搶修,柏油,112,4625,104/11/25,104/11/26,1.4,12.5,中壢區中榮里中正路275號[中壢區中榮里中正路275號前]
中壢區,中壢區,一般,新設,柏油,11904,285640,104/12/02,104/12/11,148.8,772,中壢區五權里志成路65號至志成77號[及志欣路43號~55號]
大園區,工務局,一般,搶修,柏油,317,4532,104/11/24,104/11/25,3.96,12.25,大園區里鄉道：桃30號(線)道路8公里+150公尺至8公里+150公尺[中山北路與中華路路口]
